Word	X.period_P1	X.period_P2
approximate	4,0857	-4,0857
meter	4,1094	-4,1094
rh	4,1156	-4,1156
sg	4,1156	-4,1156
coagulation	4,1156	-4,1156
westphalia	4,1156	-4,1156
quickzone	4,1156	-4,1156
avcss	4,1156	-4,1156
asthma	4,1156	-4,1156
det	4,1156	-4,1156
ivhs	4,1156	-4,1156
subscriber	4,1156	-4,1156
riga	4,1156	-4,1156
dimensional	4,1232	-4,1232
function	4,1291	-4,1291
national	4,1497	-4,1497
oil	4,1641	-4,1641
phev	4,1847	-4,1847
part	4,1879	-4,1879
autobahn	4,1885	-4,1885
ns	4,1949	-4,1949
usual	4,2062	-4,2062
hub	4,2135	-4,2135
weak	4,2698	-4,2698
law	4,2743	-4,2743
theory	4,2758	-4,2758
produce	4,3158	-4,3158
closure	4,3242	-4,3242
forecast	4,3311	-4,3311
vot	4,3706	-4,3706
forecasted	4,3706	-4,3706
microscale	4,3979	-4,3979
le	4,3979	-4,3979
detail	4,3982	-4,3982
apply	4,4091	-4,4091
helbing	4,4316	-4,4316
devs	4,4316	-4,4316
line	4,4443	-4,4443
single	4,4652	-4,4652
controller	4,4853	-4,4853
minor	4,4964	-4,4964
axe	4,5271	-4,5271
aloha	4,5271	-4,5271
amplification	4,5271	-4,5271
vdr	4,5271	-4,5271
diet	4,5271	-4,5271
popfnn	4,5271	-4,5271
blank	4,5271	-4,5271
asda	4,5271	-4,5271
amsterdam	4,5322	-4,5322
dot	4,5322	-4,5322
stochastic	4,5437	-4,5437
fast	4,5587	-4,5587
report	4,6084	-4,6084
pollution	4,6128	-4,6128
kerner	4,6128	-4,6128
or	4,6206	-4,6206
recognition	4,6921	-4,6921
package	4,728	-4,728
occur	4,7416	-4,7416
modelling	4,7608	-4,7608
desire	4,7632	-4,7632
helsinki	4,7808	-4,7808
segregation	4,794	-4,794
petri	4,8236	-4,8236
outflow	4,8402	-4,8402
relaxation	4,8502	-4,8502
neuro	4,8711	-4,8711
fluctuation	4,8928	-4,8928
program	4,9088	-4,9088
mvcs	4,9387	-4,9387
nrw	4,9387	-4,9387
estimator	4,9478	-4,9478
elevate	4,9602	-4,9602
finite	4,9676	-4,9676
car	4,9759	-4,9759
bunch	5,0032	-5,0032
probability	5,068	-5,068
meteorological	5,1013	-5,1013
ca	5,1468	-5,1468
cable	5,1628	-5,1628
lifetime	5,1628	-5,1628
replacement	5,1654	-5,1654
conservation	5,2217	-5,2217
form	5,2302	-5,2302
act	5,2761	-5,2761
track	5,2834	-5,2834
disorder	5,2922	-5,2922
upgrade	5,2922	-5,2922
induce	5,3344	-5,3344
tod	5,3503	-5,3503
indoor	5,3503	-5,3503
rtis	5,3503	-5,3503
bitumen	5,3503	-5,3503
renaissance	5,3503	-5,3503
grip	5,3503	-5,3503
tfs	5,3503	-5,3503
individuality	5,3503	-5,3503
no2	5,3737	-5,3737
child	5,4858	-5,4858
rho	5,5319	-5,5319
school	5,5503	-5,5503
flux	5,5707	-5,5707
size	5,5875	-5,5875
dynamical	5,5928	-5,5928
modelled	5,6683	-5,6683
detection	5,7568	-5,7568
ddes	5,7618	-5,7618
kuwait	5,7618	-5,7618
move	5,7852	-5,7852
interchange	5,8617	-5,8617
relation	5,8933	-5,8933
nonequilibrium	5,896	-5,896
wind	5,9084	-5,9084
special	5,9311	-5,9311
poisson	5,9803	-5,9803
table	6,0427	-6,0427
parallel	6,0821	-6,0821
site	6,1102	-6,1102
spm	6,1734	-6,1734
constant	6,179	-6,179
boundary	6,1878	-6,1878
shadow	6,1946	-6,1946
programme	6,3281	-6,3281
noise	6,46	-6,46
microscopic	6,4884	-6,4884
gis	6,5085	-6,5085
code	6,5197	-6,5197
ancona	6,585	-6,585
alcohol	6,585	-6,585
automata	6,6286	-6,6286
outline	6,6774	-6,6774
phenomenon	6,7411	-6,7411
initial	6,8218	-6,8218
technique	6,8612	-6,8612
inhomogeneous	6,8845	-6,8845
rural	6,948	-6,948
vicinity	6,9743	-6,9743
gmti	6,9965	-6,9965
atis	7,0084	-7,0084
chaos	7,1259	-7,1259
processor	7,2802	-7,2802
description	7,3116	-7,3116
airflow	7,392	-7,392
wavelet	7,4198	-7,4198
hurricane	7,4263	-7,4263
gas	7,4341	-7,4341
turbulence	7,4353	-7,4353
zipper	7,5011	-7,5011
equal	7,6495	-7,6495
modular	7,7461	-7,7461
disease	7,8197	-7,8197
observe	7,9254	-7,9254
version	8,009	-8,009
stop	8,0893	-8,0893
rev	8,1381	-8,1381
kong	8,1829	-8,1829
simulator	8,2005	-8,2005
wheeze	8,2312	-8,2312
fluid	8,2576	-8,2576
monoxide	8,4055	-8,4055
quality	8,4433	-8,4433
synchronize	8,7974	-8,7974
hysteresis	8,8727	-8,8727
hong	9,0122	-9,0122
describe	9,0547	-9,0547
nagel	9,096	-9,096
schreckenberg	9,3665	-9,3665
phys	9,4714	-9,4714
traffic	9,5313	-9,5313
neural	9,5317	-9,5317
upsilon	9,8775	-9,8775
shock	9,8972	-9,8972
kinetic	9,9582	-9,9582
discrete	9,9711	-9,9711
qualitative	9,9711	-9,9711
deterministic	10,1716	-10,1716
depletion	10,7007	-10,7007
slow	10,8432	-10,8432
present	10,9403	-10,9403
walker	11,0598	-11,0598
equation	11,0893	-11,0893
dispersion	11,1153	-11,1153
assignment	11,2688	-11,2688
emotional	12,0197	-12,0197
discuss	12,1598	-12,1598
image	12,4474	-12,4474
street	12,6805	-12,6805
congest	12,6924	-12,6924
velocity	12,9483	-12,9483
air	13,3905	-13,3905
simple	13,8066	-13,8066
particle	14,4006	-14,4006
simulation	14,537	-14,537
continuum	14,8401	-14,8401
density	14,9226	-14,9226
fuzzy	15,9527	-15,9527
jam	16,0791	-16,0791
computer	16,873	-16,873
pollutant	17,084	-17,084
ahs	17,4292	-17,4292
incident	18,7917	-18,7917
flow	23,4063	-23,4063
automaton	24,6689	-24,6689
freeway	24,9983	-24,9983
ramp	25,2655	-25,2655
model	26,0762	-26,0762
highway	29,6396	-29,6396
phase	30,4794	-30,4794
cellular	30,7241	-30,7241
transition	32,9651	-32,9651
canyon	40,533	-40,533
concentration	43,2335	-43,2335
